"CES showed us smart displays will be the new normal https://t.co/XeV5m8jjWn 

Before the start of CES 2018, the only real smart speakers with a display were the Amazon Echo Show and the Echo Spot. But now that Google has partnered with several manufacturers to make a whole line… https://t.co/1MQWKAaqjQ"
"Amazon Echo Spot

buy it 👉 https://t.co/OuWmVNaQtq https://t.co/B1kM8gFx7m #iot"
"Engadget:""CES showed us smart displays will be the new normal "" Before the start of CES 2018, the only real smart speakers with a display were the Amazon Echo Show and the Echo Spot. But now that Google has partnered with several manufacturers to make a … https://t.co/kixYHA3bwK"
"Amazon Echo Spot

buy it 👉 https://t.co/4wdH44w08x https://t.co/zQGf00OVig"
Hmmmm...Politico is from my left leaning echo chamber.  Yet the assessment of the Gen Kelly seems to be spot on.  Comments?  ‘John Kelly is the man Fred Trump always wanted Donald Trump to be’ - POLITICO https://t.co/ftfWeTruQ8
"@Ohdangitsrio Well you have to make sure to be at Gas Works Park for sunset, it's the best spot. I have to go through my bank account to see all the ice cream places I went to haha. Capitol Hill is really cool to walk around for food/drinks. It's kinda like Echo Park."
All you need to know to start building for Echo Show and Echo Spot is here: https://t.co/tNAiEHfpHB via @alexadevs
You’re not the only one. My Echo Spot started immediately. https://t.co/CrARAYoZUR
Echo Spot is now my favorite toy.  I ask it to play any song I want and it just plays.   I don't even care about any other functions. Had it 5 minutes and I am in love.  Sound is as good as my Walkman from  childhood!
Asking Alexa to take a picture of you is really cool but the result is really awkward from an Echo Spot 😑 https://t.co/G8M8JBao8T
